0001001	Dome Real Angle
00B22E1	Actuator8-16 DLL/Test
00B22E2	Actuator8-17 DLL/Test
00B22E3	Actuator8-18 DLL/Test
00B22E4	Actuator8-19 DLL/Test
00B22E5	Actuator8-20 DLL/Test
00B22E6	Actuator8-21 DLL/Test
00B22E7	Actuator8-22 DLL/Test
00B22E8	Actuator8-23 DLL/Test
00B22E9	Actuator8-24 DLL/Test
00B22EA	Actuator8-25 DLL/Test
00B22EB	Actuator8-26 DLL/Test
00B22EC	Actuator8-27 DLL/Test
00B22ED	Actuator8-28 DLL/Test
00B22EE	Actuator8-29 DLL/Test
00B22EF	Actuator8-30 DLL/Test
00B22F0	Actuator8-31 DLL/Test
00B22F1	Actuator8-32 DLL/Test
00B22F2	Actuator8-33 DLL/Test
00B22F3	Actuator8-34 DLL/Test
00B22F4	Actuator8-35 DLL/Test
00B22F5	Actuator8-36 DLL/Test
00B22F6	Actuator8-37 DLL/Test
00B22F7	Actuator8-38 DLL/Test
00B22F8	Actuator8-39 DLL/Test
00B22F9	Actuator8-40 DLL/Test
00B22FA	Actuator8-41 DLL/Test
00B22FB	Actuator8-42 DLL/Test
00B22FC	Actuator8-43 DLL/Test
00B22FD	Actuator8-44 DLL/Test
00B22FE	Actuator8-45 DLL/Test
00B22FF	Actuator8-46 DLL/Test
00B2300	Actuator8-47 DLL/Test
00B2301	Actuator8-48 DLL/Test
00B2302	Actuator8-49 DLL/Test
00B2303	Actuator8-50 DLL/Test
00B2304	Actuator8-51 DLL/Test
00B2305	PMFXS8-61 DLL/Test
00B2306	PMFXS8-62 DLL/Test
00B2307	PMFXS8-63 DLL/Test
00B2309	PMFXS8-58 DLL/Test
00B230A	PMFXS8-59 DLL/Test
00B230B	PMFXS8-60 DLL/Test
00B2400	Actuator1-1 CMD COMP ALM(Monitor)
00B2401	Actuator1-2 CMD COMP ALM(Monitor)
00B2402	Actuator1-3 CMD COMP ALM(Monitor)
00B2403	Actuator1-4 CMD COMP ALM(Monitor)
00B2404	Actuator1-5 CMD COMP ALM(Monitor)
00B2405	Actuator1-6 CMD COMP ALM(Monitor)
00B2406	Actuator1-7 CMD COMP ALM(Monitor)
00B2407	Actuator1-8 CMD COMP ALM(Monitor)
00B2408	Actuator1-9 CMD COMP ALM(Monitor)
00B2409	Actuator1-10 CMD COMP ALM(Monitor)
00B240A	Actuator1-11 CMD COMP ALM(Monitor)
00B240B	Actuator1-12 CMD COMP ALM(Monitor)
00B240C	Actuator2-1 CMD COMP ALM(Monitor)
00B240D	Actuator2-2 CMD COMP ALM(Monitor)
00B240E	Actuator2-3 CMD COMP ALM(Monitor)
00B240F	Actuator2-4 CMD COMP ALM(Monitor)
00B2410	Actuator2-5 CMD COMP ALM(Monitor)
00B2411	Actuator2-6 CMD COMP ALM(Monitor)
00B2412	Actuator2-7 CMD COMP ALM(Monitor)
00B2413	Actuator2-8 CMD COMP ALM(Monitor)
00B2414	Actuator2-9 CMD COMP ALM(Monitor)
00B2415	Actuator2-10 CMD COMP ALM(Monitor)
00B2416	Actuator2-11 CMD COMP ALM(Monitor)
00B2417	Actuator2-12 CMD COMP ALM(Monitor)
00B2418	Actuator2-13 CMD COMP ALM(Monitor)
00B2419	Actuator2-14 CMD COMP ALM(Monitor)
00B241A	Actuator2-15 CMD COMP ALM(Monitor)
00B241B	Actuator2-16 CMD COMP ALM(Monitor)
00B241C	Actuator2-17 CMD COMP ALM(Monitor)
00B241D	Actuator2-18 CMD COMP ALM(Monitor)
00B241E	Actuator3-1 CMD COMP ALM(Monitor)
00B241F	Actuator3-2 CMD COMP ALM(Monitor)
00B2420	Actuator3-3 CMD COMP ALM(Monitor)
00B2421	Actuator3-4 CMD COMP ALM(Monitor)
00B2422	Actuator3-5 CMD COMP ALM(Monitor)
00B2423	Actuator3-6 CMD COMP ALM(Monitor)
00B2424	Actuator3-7 CMD COMP ALM(Monitor)
00B2425	Actuator3-8 CMD COMP ALM(Monitor)
00B2426	Actuator3-9 CMD COMP ALM(Monitor)
00B2427	Actuator3-10 CMD COMP ALM(Monitor)
00B2428	Actuator3-11 CMD COMP ALM(Monitor)
00B2429	Actuator3-12 CMD COMP ALM(Monitor)
00B242A	Actuator3-13 CMD COMP ALM(Monitor)
00B242B	Actuator3-14 CMD COMP ALM(Monitor)
00B242C	Actuator3-15 CMD COMP ALM(Monitor)
00B242D	Actuator3-16 CMD COMP ALM(Monitor)
00B242E	Actuator3-17 CMD COMP ALM(Monitor)
00B242F	Actuator3-18 CMD COMP ALM(Monitor)
00B2430	Actuator3-19 CMD COMP ALM(Monitor)
00B2431	Actuator3-20 CMD COMP ALM(Monitor)
00B2432	Actuator3-21 CMD COMP ALM(Monitor)
00B2433	Actuator3-22 CMD COMP ALM(Monitor)
00B2434	Actuator3-23 CMD COMP ALM(Monitor)
00B2435	Actuator3-24 CMD COMP ALM(Monitor)
00B2436	Actuator4-1 CMD COMP ALM(Monitor)
00B2437	Actuator4-2 CMD COMP ALM(Monitor)
00B2438	Actuator4-3 CMD COMP ALM(Monitor)
00B2439	Actuator4-4 CMD COMP ALM(Monitor)
00B243A	Actuator4-5 CMD COMP ALM(Monitor)
00B243B	Actuator4-6 CMD COMP ALM(Monitor)
00B243C	Actuator4-7 CMD COMP ALM(Monitor)
00B243D	Actuator4-8 CMD COMP ALM(Monitor)
00B243E	Actuator4-9 CMD COMP ALM(Monitor)
00B243F	Actuator4-10 CMD COMP ALM(Monitor)
00B2440	Actuator4-11 CMD COMP ALM(Monitor)
00B2441	Actuator4-12 CMD COMP ALM(Monitor)
00B2442	Actuator4-13 CMD COMP ALM(Monitor)
00B2443	Actuator4-14 CMD COMP ALM(Monitor)
00B2444	Actuator4-15 CMD COMP ALM(Monitor)
00B2445	Actuator4-16 CMD COMP ALM(Monitor)
00B2446	Actuator4-17 CMD COMP ALM(Monitor)
00B2447	Actuator4-18 CMD COMP ALM(Monitor)
00B2448	Actuator4-19 CMD COMP ALM(Monitor)
00B2449	Actuator4-20 CMD COMP ALM(Monitor)
00B244A	Actuator4-21 CMD COMP ALM(Monitor)
00B244B	Actuator4-22 CMD COMP ALM(Monitor)
00B244C	Actuator4-23 CMD COMP ALM(Monitor)
00B244D	Actuator4-24 CMD COMP ALM(Monitor)
00B244E	Actuator4-25 CMD COMP ALM(Monitor)
00B244F	Actuator4-26 CMD COMP ALM(Monitor)
00B2450	Actuator4-27 CMD COMP ALM(Monitor)
00B2451	Actuator4-28 CMD COMP ALM(Monitor)
00B2452	Actuator4-29 CMD COMP ALM(Monitor)
00B2453	Actuator4-30 CMD COMP ALM(Monitor)
00B2454	Actuator5-1 CMD COMP ALM(Monitor)
00B2455	Actuator5-2 CMD COMP ALM(Monitor)
00B2456	Actuator5-3 CMD COMP ALM(Monitor)
00B2457	Actuator5-4 CMD COMP ALM(Monitor)
00B2458	Actuator5-5 CMD COMP ALM(Monitor)
00B2459	Actuator5-6 CMD COMP ALM(Monitor)
00B245A	Actuator5-7 CMD COMP ALM(Monitor)
00B245B	Actuator5-8 CMD COMP ALM(Monitor)
00B245C	Actuator5-9 CMD COMP ALM(Monitor)
00B245D	Actuator5-10 CMD COMP ALM(Monitor)
00B245E	Actuator5-11 CMD COMP ALM(Monitor)
00B245F	Actuator5-12 CMD COMP ALM(Monitor)
00B2460	Actuator5-13 CMD COMP ALM(Monitor)
00B2461	Actuator5-14 CMD COMP ALM(Monitor)
00B2462	Actuator5-15 CMD COMP ALM(Monitor)
00B2463	Actuator5-16 CMD COMP ALM(Monitor)
00B2464	Actuator5-17 CMD COMP ALM(Monitor)
00B2465	Actuator5-18 CMD COMP ALM(Monitor)
00B2466	Actuator5-19 CMD COMP ALM(Monitor)
00B2467	Actuator5-20 CMD COMP ALM(Monitor)
00B2468	Actuator5-21 CMD COMP ALM(Monitor)
00B2469	Actuator5-22 CMD COMP ALM(Monitor)
00B246A	Actuator5-23 CMD COMP ALM(Monitor)
00B246B	Actuator5-24 CMD COMP ALM(Monitor)
00B246C	Actuator5-25 CMD COMP ALM(Monitor)
00B246D	Actuator5-26 CMD COMP ALM(Monitor)
00B246E	Actuator5-27 CMD COMP ALM(Monitor)
00B246F	Actuator5-28 CMD COMP ALM(Monitor)
00B2470	Actuator5-29 CMD COMP ALM(Monitor)
00B2471	Actuator5-30 CMD COMP ALM(Monitor)
00B2472	Actuator5-31 CMD COMP ALM(Monitor)
00B2473	Actuator5-32 CMD COMP ALM(Monitor)
00B2474	Actuator5-33 CMD COMP ALM(Monitor)
00B2475	Actuator5-34 CMD COMP ALM(Monitor)
00B2476	Actuator5-35 CMD COMP ALM(Monitor)
00B2477	Actuator5-36 CMD COMP ALM(Monitor)
00B2478	Actuator6-1 CMD COMP ALM(Monitor)
00B2479	Actuator6-2 CMD COMP ALM(Monitor)
00B247A	Actuator6-3 CMD COMP ALM(Monitor)
00B247B	Actuator6-4 CMD COMP ALM(Monitor)
00B247C	Actuator6-5 CMD COMP ALM(Monitor)
00B247D	Actuator6-6 CMD COMP ALM(Monitor)
00B247E	Actuator6-7 CMD COMP ALM(Monitor)
00B247F	Actuator6-8 CMD COMP ALM(Monitor)
00B2480	Actuator6-9 CMD COMP ALM(Monitor)
00B2481	Actuator6-10 CMD COMP ALM(Monitor)
00B2482	Actuator6-11 CMD COMP ALM(Monitor)
00B2483	Actuator6-12 CMD COMP ALM(Monitor)
00B2484	Actuator6-13 CMD COMP ALM(Monitor)
00B2485	Actuator6-14 CMD COMP ALM(Monitor)
00B2486	Actuator6-15 CMD COMP ALM(Monitor)
00B2487	Actuator6-16 CMD COMP ALM(Monitor)
00B2488	Actuator6-17 CMD COMP ALM(Monitor)
00B2489	Actuator6-18 CMD COMP ALM(Monitor)
00B248A	Actuator6-19 CMD COMP ALM(Monitor)
00B248B	Actuator6-20 CMD COMP ALM(Monitor)
00B248C	Actuator6-21 CMD COMP ALM(Monitor)
00B248D	Actuator6-22 CMD COMP ALM(Monitor)
00B248E	Actuator6-23 CMD COMP ALM(Monitor)
00B248F	Actuator6-24 CMD COMP ALM(Monitor)
00B2490	Actuator6-25 CMD COMP ALM(Monitor)
00B2491	Actuator6-26 CMD COMP ALM(Monitor)
00B2492	Actuator6-27 CMD COMP ALM(Monitor)
00B2493	Actuator6-28 CMD COMP ALM(Monitor)
00B2494	Actuator6-29 CMD COMP ALM(Monitor)
00B2495	Actuator6-30 CMD COMP ALM(Monitor)
00B2496	Actuator6-31 CMD COMP ALM(Monitor)
00B2497	Actuator6-32 CMD COMP ALM(Monitor)
00B2498	Actuator6-33 CMD COMP ALM(Monitor)
00B2499	Actuator6-34 CMD COMP ALM(Monitor)
00B249A	Actuator6-35 CMD COMP ALM(Monitor)
00B249B	Actuator6-36 CMD COMP ALM(Monitor)
00B249C	Actuator6-37 CMD COMP ALM(Monitor)
00B249D	Actuator6-38 CMD COMP ALM(Monitor)
00B249E	Actuator6-39 CMD COMP ALM(Monitor)
00B249F	Actuator6-40 CMD COMP ALM(Monitor)
00B24A0	Actuator6-41 CMD COMP ALM(Monitor)
00B24A1	Actuator6-42 CMD COMP ALM(Monitor)
00B24A2	Actuator7-1 CMD COMP ALM(Monitor)
00B24A3	Actuator7-2 CMD COMP ALM(Monitor)
00B24A4	Actuator7-3 CMD COMP ALM(Monitor)
00B24A5	Actuator7-4 CMD COMP ALM(Monitor)
00B24A6	Actuator7-5 CMD COMP ALM(Monitor)
00B24A7	Actuator7-6 CMD COMP ALM(Monitor)
00B24A8	Actuator7-7 CMD COMP ALM(Monitor)
00B24A9	Actuator7-8 CMD COMP ALM(Monitor)
00B24AA	Actuator7-9 CMD COMP ALM(Monitor)
00B24AB	Actuator7-10 CMD COMP ALM(Monitor)
00B24AC	Actuator7-11 CMD COMP ALM(Monitor)
00B24AD	Actuator7-12 CMD COMP ALM(Monitor)
00B24AE	Actuator7-13 CMD COMP ALM(Monitor)
00B24AF	Actuator7-14 CMD COMP ALM(Monitor)
00B24B0	Actuator7-15 CMD COMP ALM(Monitor)
00B24B1	Actuator7-16 CMD COMP ALM(Monitor)
00B24B2	Actuator7-17 CMD COMP ALM(Monitor)
00B24B3	Actuator7-18 CMD COMP ALM(Monitor)
00B24B4	Actuator7-19 CMD COMP ALM(Monitor)
00B24B5	Actuator7-20 CMD COMP ALM(Monitor)
00B24B6	Actuator7-21 CMD COMP ALM(Monitor)
00B24B7	Actuator7-22 CMD COMP ALM(Monitor)
00B24B8	Actuator7-23 CMD COMP ALM(Monitor)
00B24B9	Actuator7-24 CMD COMP ALM(Monitor)
00B24BA	Actuator7-25 CMD COMP ALM(Monitor)
00B24BB	Actuator7-26 CMD COMP ALM(Monitor)
00B24BC	Actuator7-27 CMD COMP ALM(Monitor)
00B24BD	Actuator7-28 CMD COMP ALM(Monitor)
00B24BE	Actuator7-29 CMD COMP ALM(Monitor)
00B24BF	Actuator7-30 CMD COMP ALM(Monitor)
00B24C0	Actuator7-31 CMD COMP ALM(Monitor)
00B24C1	Actuator7-32 CMD COMP ALM(Monitor)
00B24C2	Actuator7-33 CMD COMP ALM(Monitor)
00B24C3	Actuator7-34 CMD COMP ALM(Monitor)
00B24C4	Actuator7-35 CMD COMP ALM(Monitor)
00B24C5	Actuator7-36 CMD COMP ALM(Monitor)
00B24C6	Actuator7-37 CMD COMP ALM(Monitor)
00B24C7	Actuator7-38 CMD COMP ALM(Monitor)
00B24C8	Actuator7-39 CMD COMP ALM(Monitor)
00B24C9	Actuator7-40 CMD COMP ALM(Monitor)
00B24CA	Actuator7-41 CMD COMP ALM(Monitor)
00B24CB	Actuator7-42 CMD COMP ALM(Monitor)
00B24CC	Actuator7-43 CMD COMP ALM(Monitor)
00B24CD	Actuator7-44 CMD COMP ALM(Monitor)
00B24CE	Actuator7-45 CMD COMP ALM(Monitor)
00B24CF	Actuator7-46 CMD COMP ALM(Monitor)
00B24D0	Actuator7-47 CMD COMP ALM(Monitor)
00B24D1	Actuator7-48 CMD COMP ALM(Monitor)
00B24D2	Actuator8-1 CMD COMP ALM(Monitor)
00B24D3	Actuator8-2 CMD COMP ALM(Monitor)
00B24D4	Actuator8-3 CMD COMP ALM(Monitor)
00B24D5	Actuator8-4 CMD COMP ALM(Monitor)
00B24D6	Actuator8-5 CMD COMP ALM(Monitor)
00B24D7	Actuator8-6 CMD COMP ALM(Monitor)
00B24D8	Actuator8-7 CMD COMP ALM(Monitor)
00B24D9	Actuator8-8 CMD COMP ALM(Monitor)
00B24DA	Actuator8-9 CMD COMP ALM(Monitor)
00B24DB	Actuator8-10 CMD COMP ALM(Monitor)
00B24DC	Actuator8-11 CMD COMP ALM(Monitor)
00B24DD	Actuator8-12 CMD COMP ALM(Monitor)
00B24DE	Actuator8-13 CMD COMP ALM(Monitor)
00B24DF	Actuator8-14 CMD COMP ALM(Monitor)
00B24E0	Actuator8-15 CMD COMP ALM(Monitor)
00B24E1	Actuator8-16 CMD COMP ALM(Monitor)
00B24E2	Actuator8-17 CMD COMP ALM(Monitor)
00B24E3	Actuator8-18 CMD COMP ALM(Monitor)
00B24E4	Actuator8-19 CMD COMP ALM(Monitor)
00B24E5	Actuator8-20 CMD COMP ALM(Monitor)
00B24E6	Actuator8-21 CMD COMP ALM(Monitor)
00B24E7	Actuator8-22 CMD COMP ALM(Monitor)
00B24E8	Actuator8-23 CMD COMP ALM(Monitor)
00B24E9	Actuator8-24 CMD COMP ALM(Monitor)
00B24EA	Actuator8-25 CMD COMP ALM(Monitor)
00B24EB	Actuator8-26 CMD COMP ALM(Monitor)
00B24EC	Actuator8-27 CMD COMP ALM(Monitor)
00B24ED	Actuator8-28 CMD COMP ALM(Monitor)
00B24EE	Actuator8-29 CMD COMP ALM(Monitor)
00B24EF	Actuator8-30 CMD COMP ALM(Monitor)
00B24F0	Actuator8-31 CMD COMP ALM(Monitor)
00B24F1	Actuator8-32 CMD COMP ALM(Monitor)
00B24F2	Actuator8-33 CMD COMP ALM(Monitor)
00B24F3	Actuator8-34 CMD COMP ALM(Monitor)
00B24F4	Actuator8-35 CMD COMP ALM(Monitor)
00B24F5	Actuator8-36 CMD COMP ALM(Monitor)
00B24F6	Actuator8-37 CMD COMP ALM(Monitor)
00B24F7	Actuator8-38 CMD COMP ALM(Monitor)
00B24F8	Actuator8-39 CMD COMP ALM(Monitor)
00B24F9	Actuator8-40 CMD COMP ALM(Monitor)
00B24FA	Actuator8-41 CMD COMP ALM(Monitor)
00B24FB	Actuator8-42 CMD COMP ALM(Monitor)
00B24FC	Actuator8-43 CMD COMP ALM(Monitor)
00B24FD	Actuator8-44 CMD COMP ALM(Monitor)
00B24FE	Actuator8-45 CMD COMP ALM(Monitor)
00B24FF	Actuator8-46 CMD COMP ALM(Monitor)
00B2500	Actuator8-47 CMD COMP ALM(Monitor)
00B2501	Actuator8-48 CMD COMP ALM(Monitor)
00B2502	Actuator8-49 CMD COMP ALM(Monitor)
00B2503	Actuator8-50 CMD COMP ALM(Monitor)
00B2504	Actuator8-51 CMD COMP ALM(Monitor)
00B2550	Actuator1-1 Real Force
00B2551	Actuator1-2 Real Force
00B2552	Actuator1-3 Real Force
00B2553	Actuator1-4 Real Force
00B2554	Actuator1-5 Real Force
00B2555	Actuator1-6 Real Force
00B2556	Actuator1-7 Real Force
00B2557	Actuator1-8 Real Force
00B2558	Actuator1-9 Real Force
00B2559	Actuator1-10 Real Force
00B255A	Actuator1-11 Real Force
00B255B	Actuator1-12 Real Force
00B255C	Actuator2-1 Real Force
00B255D	Actuator2-2 Real Force
00B255E	Actuator2-3 Real Force
00B255F	Actuator2-4 Real Force
00B2560	Actuator2-5 Real Force
00B2561	Actuator2-6 Real Force
00B2562	Actuator2-7 Real Force
00B2563	Actuator2-8 Real Force
00B2564	Actuator2-9 Real Force
00B2565	Actuator2-10 Real Force
00B2566	Actuator2-11 Real Force
00B2567	Actuator2-12 Real Force
00B2568	Actuator2-13 Real Force
00B2569	Actuator2-14 Real Force
00B256A	Actuator2-15 Real Force
00B256B	Actuator2-16 Real Force
00B256C	Actuator2-17 Real Force
00B256D	Actuator2-18 Real Force
00B256E	Actuator3-1 Real Force
00B256F	Actuator3-2 Real Force
00B2570	Actuator3-3 Real Force
00B2571	Actuator3-4 Real Force
00B2572	Actuator3-5 Real Force
00B2573	Actuator3-6 Real Force
00B2574	Actuator3-7 Real Force
00B2575	Actuator3-8 Real Force
00B2576	Actuator3-9 Real Force
00B2577	Actuator3-10 Real Force
00B2578	Actuator3-11 Real Force
00B2579	Actuator3-12 Real Force
00B257A	Actuator3-13 Real Force
00B257B	Actuator3-14 Real Force
00B257C	Actuator3-15 Real Force
00B257D	Actuator3-16 Real Force
00B257E	Actuator3-17 Real Force
00B257F	Actuator3-18 Real Force
00B2580	Actuator3-19 Real Force
00B2581	Actuator3-20 Real Force
00B2582	Actuator3-21 Real Force
00B2583	Actuator3-22 Real Force
00B2584	Actuator3-23 Real Force
00B2585	Actuator3-24 Real Force
00B2586	Actuator4-1 Real Force
00B2587	Actuator4-2 Real Force
00B2588	Actuator4-3 Real Force
00B2589	Actuator4-4 Real Force
00B258A	Actuator4-5 Real Force
00B258B	Actuator4-6 Real Force
00B258C	Actuator4-7 Real Force
00B258D	Actuator4-8 Real Force
00B258E	Actuator4-9 Real Force
00B258F	Actuator4-10 Real Force
00B2590	Actuator4-11 Real Force
00B2591	Actuator4-12 Real Force
00B2592	Actuator4-13 Real Force
00B2593	Actuator4-14 Real Force
00B2594	Actuator4-15 Real Force
00B2595	Actuator4-16 Real Force
00B2596	Actuator4-17 Real Force
00B2597	Actuator4-18 Real Force
00B2598	Actuator4-19 Real Force
00B2599	Actuator4-20 Real Force
00B259A	Actuator4-21 Real Force
00B259B	Actuator4-22 Real Force
00B259C	Actuator4-23 Real Force
00B259D	Actuator4-24 Real Force
00B259E	Actuator4-25 Real Force
00B259F	Actuator4-26 Real Force
00B25A0	Actuator4-27 Real Force
00B25A1	Actuator4-28 Real Force
00B25A2	Actuator4-29 Real Force
00B25A3	Actuator4-30 Real Force
00B25A4	Actuator5-1 Real Force
00B25A5	Actuator5-2 Real Force
00B25A6	Actuator5-3 Real Force
00B25A7	Actuator5-4 Real Force
00B25A8	Actuator5-5 Real Force
00B25A9	Actuator5-6 Real Force
00B25AA	Actuator5-7 Real Force
00B25AB	Actuator5-8 Real Force
00B25AC	Actuator5-9 Real Force
00B25AD	Actuator5-10 Real Force
00B25AE	Actuator5-11 Real Force
00B25AF	Actuator5-12 Real Force
00B25B0	Actuator5-13 Real Force
00B25B1	Actuator5-14 Real Force
00B25B2	Actuator5-15 Real Force
00B25B3	Actuator5-16 Real Force
00B25B4	Actuator5-17 Real Force
00B25B5	Actuator5-18 Real Force
00B25B6	Actuator5-19 Real Force
00B25B7	Actuator5-20 Real Force
00B25B8	Actuator5-21 Real Force
00B25B9	Actuator5-22 Real Force
00B25BA	Actuator5-23 Real Force
00B25BB	Actuator5-24 Real Force
00B25BC	Actuator5-25 Real Force
00B25BD	Actuator5-26 Real Force
00B25BE	Actuator5-27 Real Force
00B25BF	Actuator5-28 Real Force
00B25C0	Actuator5-29 Real Force
00B25C1	Actuator5-30 Real Force
00B25C2	Actuator5-31 Real Force
00B25C3	Actuator5-32 Real Force
00B25C4	Actuator5-33 Real Force
00B25C5	Actuator5-34 Real Force
00B25C6	Actuator5-35 Real Force
00B25C7	Actuator5-36 Real Force
00B25C8	Actuator6-1 Real Force
00B25C9	Actuator6-2 Real Force
00B25CA	Actuator6-3 Real Force
00B25CB	Actuator6-4 Real Force
00B25CC	Actuator6-5 Real Force
00B25CD	Actuator6-6 Real Force
00B25CE	Actuator6-7 Real Force
00B25CF	Actuator6-8 Real Force
00B25D0	Actuator6-9 Real Force
00B25D1	Actuator6-10 Real Force
00B25D2	Actuator6-11 Real Force
00B25D3	Actuator6-12 Real Force
00B25D4	Actuator6-13 Real Force
00B25D5	Actuator6-14 Real Force
00B25D6	Actuator6-15 Real Force
00B25D7	Actuator6-16 Real Force
00B25D8	Actuator6-17 Real Force
00B25D9	Actuator6-18 Real Force
00B25DA	Actuator6-19 Real Force
00B25DB	Actuator6-20 Real Force
00B25DC	Actuator6-21 Real Force
00B25DD	Actuator6-22 Real Force
00B25DE	Actuator6-23 Real Force
00B25DF	Actuator6-24 Real Force
00B25E0	Actuator6-25 Real Force
00B25E1	Actuator6-26 Real Force
00B25E2	Actuator6-27 Real Force
00B25E3	Actuator6-28 Real Force
00B25E4	Actuator6-29 Real Force
00B25E5	Actuator6-30 Real Force
00B25E6	Actuator6-31 Real Force
00B25E7	Actuator6-32 Real Force
00B25E8	Actuator6-33 Real Force
00B25E9	Actuator6-34 Real Force
00B25EA	Actuator6-35 Real Force
00B25EB	Actuator6-36 Real Force
00B25EC	Actuator6-37 Real Force
00B25ED	Actuator6-38 Real Force
00B25EE	Actuator6-39 Real Force
00B25EF	Actuator6-40 Real Force
00B25F0	Actuator6-41 Real Force
00B25F1	Actuator6-42 Real Force
00B25F2	Actuator7-1 Real Force
00B25F3	Actuator7-2 Real Force
00B25F4	Actuator7-3 Real Force
00B25F5	Actuator7-4 Real Force
00B25F6	Actuator7-5 Real Force
00B25F7	Actuator7-6 Real Force
00B25F8	Actuator7-7 Real Force
00B25F9	Actuator7-8 Real Force
00B25FA	Actuator7-9 Real Force
00B25FB	Actuator7-10 Real Force
00B25FC	Actuator7-11 Real Force
00B25FD	Actuator7-12 Real Force
00B25FE	Actuator7-13 Real Force
00B25FF	Actuator7-14 Real Force
00B2600	Actuator7-15 Real Force
00B2601	Actuator7-16 Real Force
00B2602	Actuator7-17 Real Force
00B2603	Actuator7-18 Real Force
00B2604	Actuator7-19 Real Force
00B2605	Actuator7-20 Real Force
00B2606	Actuator7-21 Real Force
00B2607	Actuator7-22 Real Force
00B2608	Actuator7-23 Real Force
00B2609	Actuator7-24 Real Force
00B260A	Actuator7-25 Real Force
00B260B	Actuator7-26 Real Force
00B260C	Actuator7-27 Real Force
00B260D	Actuator7-28 Real Force
00B260E	Actuator7-29 Real Force
00B260F	Actuator7-30 Real Force
00B2610	Actuator7-31 Real Force
00B2611	Actuator7-32 Real Force
00B2612	Actuator7-33 Real Force
00B2613	Actuator7-34 Real Force
00B2614	Actuator7-35 Real Force
00B2615	Actuator7-36 Real Force
00B2616	Actuator7-37 Real Force
00B2617	Actuator7-38 Real Force
00B2618	Actuator7-39 Real Force
00B2619	Actuator7-40 Real Force
00B261A	Actuator7-41 Real Force
00B261B	Actuator7-42 Real Force
00B261C	Actuator7-43 Real Force
00B261D	Actuator7-44 Real Force
00B261E	Actuator7-45 Real Force
00B261F	Actuator7-46 Real Force
00B2620	Actuator7-47 Real Force
00B2621	Actuator7-48 Real Force
00B2622	Actuator8-1 Real Force
00B2623	Actuator8-2 Real Force
00B2624	Actuator8-3 Real Force
00B2625	Actuator8-4 Real Force
00B2626	Actuator8-5 Real Force
00B2627	Actuator8-6 Real Force
00B2628	Actuator8-7 Real Force
00B2629	Actuator8-8 Real Force
00B262A	Actuator8-9 Real Force
00B262B	Actuator8-10 Real Force
00B262C	Actuator8-11 Real Force
00B262D	Actuator8-12 Real Force
00B262E	Actuator8-13 Real Force
00B262F	Actuator8-14 Real Force
00B2630	Actuator8-15 Real Force
00B2631	Actuator8-16 Real Force
00B2632	Actuator8-17 Real Force
00B2633	Actuator8-18 Real Force
00B2634	Actuator8-19 Real Force
00B2635	Actuator8-20 Real Force
00B2636	Actuator8-21 Real Force
00B2637	Actuator8-22 Real Force
00B2638	Actuator8-23 Real Force
00B2639	Actuator8-24 Real Force
00B263A	Actuator8-25 Real Force
00B263B	Actuator8-26 Real Force
00B263C	Actuator8-27 Real Force
00B263D	Actuator8-28 Real Force
00B263E	Actuator8-29 Real Force
00B263F	Actuator8-30 Real Force
00B2640	Actuator8-31 Real Force
00B2641	Actuator8-32 Real Force
00B2642	Actuator8-33 Real Force
00B2643	Actuator8-34 Real Force
00B2644	Actuator8-35 Real Force
00B2645	Actuator8-36 Real Force
00B2646	Actuator8-37 Real Force
00B2647	Actuator8-38 Real Force
00B2648	Actuator8-39 Real Force
00B2649	Actuator8-40 Real Force
00B264A	Actuator8-41 Real Force
00B264B	Actuator8-42 Real Force
00B264C	Actuator8-43 Real Force
00B264D	Actuator8-44 Real Force
00B264E	Actuator8-45 Real Force
00B264F	Actuator8-46 Real Force
00B2650	Actuator8-47 Real Force
00B2651	Actuator8-48 Real Force
00B2652	Actuator8-49 Real Force
00B2653	Actuator8-50 Real Force
00B2654	Actuator8-51 Real Force
00B2655	PMFXS8-61 Real Force
00B2656	PMFXS8-62 Real Force
00B2657	PMFXS8-63 Real Force
00B2660	PMFXS8-58 Temp MON1 Data
00B2661	PMFXS8-58 Temp MON2 Data
00B2662	PMFXS8-58 Temp MON3 Data
00B2663	PMFXS8-58 Temp MON4 Data
00B2664	PMFXS8-58 Temp MON5 Data
00B2665	PMFXS8-58 Temp MON6 Data
00B2666	PMFXS8-59 Temp MON1 Data
00B2667	PMFXS8-59 Temp MON2 Data
00B2668	PMFXS8-59 Temp MON3 Data
00B2669	PMFXS8-59 Temp MON4 Data
00B266A	PMFXS8-59 Temp MON5 Data
00B266B	PMFXS8-59 Temp MON6 Data
00B266C	PMFXS8-60 Temp MON1 Data
00B266D	PMFXS8-60 Temp MON2 Data
00B266E	PMFXS8-60 Temp MON3 Data
00B266F	PMFXS8-60 Temp MON4 Data
00B2670	PMFXS8-60 Temp MON5 Data
00B2671	PMFXS8-60 Temp MON6 Data
00B2700	Actuator1-1 CMD Force
00B2701	Actuator1-2 CMD Force
00B2702	Actuator1-3 CMD Force
00B2703	Actuator1-4 CMD Force
00B2704	Actuator1-5 CMD Force
00B2705	Actuator1-6 CMD Force
00B2706	Actuator1-7 CMD Force
00B2707	Actuator1-8 CMD Force
